b'Monsterland',b'RT @DEADLINE: .@hulu\xe2\x80\x99s new anthology series #Monsterland debuts Friday https://t.co/hbyV9uHzvj',1601656809.005472
b'TheAlbum',b'ok maam\n\n@BLACKPINK @ygofficialblink  #TheAlbum',1601656809.070486
b'\xe3\x83\xad\xe3\x82\xb9\xe3\x83\x88\xe3\x82\xa2\xe3\x83\xbc\xe3\x82\xaf_\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x93\xe3\x82\xb9\xe9\x96\x8b\xe5\xa7\x8b',b'RT @Official_LAJP: \xe3\x80\x9010/3\xef\xbc\x88\xe5\x9c\x9f\xef\xbc\x89\xe5\x88\x86\xe3\x80\x91\n\n#\xe3\x83\xad\xe3\x82\xb9\xe3\x83\x88\xe3\x82\xa2\xe3\x83\xbc\xe3\x82\xaf_\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x93\xe3\x82\xb9\xe9\x96\x8b\xe5\xa7\x8b\n\n\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\x9f\xe3\x83\xb3\xe3\x82\xb0PC\xe3\x81\x8c\xe6\x8a\xbd\xe9\x81\xb8\xe3\x81\xa7\xe5\xbd\x93\xe3\x81\x9f\xe3\x82\x8b\xf0\x9f\x8e\x81\n\xe3\x81\x93\xe3\x81\xae\xe3\x82\xa2\xe3\x82\xab\xe3\x82\xa6\xe3\x83\xb3\xe3\x83\x88\xef\xbc\x88@Official_LAJP\xef\xbc\x89\xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\xef\xbc\x86\xe3\x81\x93\xe3\x81\xae\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x82\x92RT\xe3\x81\xa7\xe3\x81\x9d\xe3\x81\xae\xe5\xa0\xb4\xe3\x81\xa7\xe3\x81\x8f\xe3\x81\x98\xe3\x81\xae\xe7\xb5\x90\xe6\x9e\x9c\xe3\x81\x8c\xe3\x82\x8f\xe3\x81\x8b\xe3\x82\x8b\xf0\x9f\x94\x8e\n\n\xe3\x81\x95\xe3\x82\x89\xe3\x81\xab\xe4\xbb\x8a\xe3\x80\x8eLOST ARK\xe3\x80\x8f\xe3\x82\x92\xe5\xa7\x8b\xe3\x82\x81\xe3\x82\x8b\xe3\x81\xa8\xe5\x8f\x82\xe5\x8a\xa0\xe2\x80\xa6',1601656809.622612
b'RatchetPS5',"b'RT @VtnVivi: Official website for #RatchetPS5 Rift Apart is up! Interesting tidbits:\n1. ""Discover Clank\xe2\x80\x99s all-new interdimensional mechanic\xe2\x80\xa6'",1601656809.682625
b'\xe3\x83\xad\xe3\x82\xb9\xe3\x83\x88\xe3\x82\xa2\xe3\x83\xbc\xe3\x82\xaf_\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x93\xe3\x82\xb9\xe9\x96\x8b\xe5\xa7\x8b',b'RT @Official_LAJP: \xe3\x80\x9010/3\xef\xbc\x88\xe5\x9c\x9f\xef\xbc\x89\xe5\x88\x86\xe3\x80\x91\n\n#\xe3\x83\xad\xe3\x82\xb9\xe3\x83\x88\xe3\x82\xa2\xe3\x83\xbc\xe3\x82\xaf_\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x93\xe3\x82\xb9\xe9\x96\x8b\xe5\xa7\x8b\n\n\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\x9f\xe3\x83\xb3\xe3\x82\xb0PC\xe3\x81\x8c\xe6\x8a\xbd\xe9\x81\xb8\xe3\x81\xa7\xe5\xbd\x93\xe3\x81\x9f\xe3\x82\x8b\xf0\x9f\x8e\x81\n\xe3\x81\x93\xe3\x81\xae\xe3\x82\xa2\xe3\x82\xab\xe3\x82\xa6\xe3\x83\xb3\xe3\x83\x88\xef\xbc\x88@Official_LAJP\xef\xbc\x89\xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\xef\xbc\x86\xe3\x81\x93\xe3\x81\xae\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x82\x92RT\xe3\x81\xa7\xe3\x81\x9d\xe3\x81\xae\xe5\xa0\xb4\xe3\x81\xa7\xe3\x81\x8f\xe3\x81\x98\xe3\x81\xae\xe7\xb5\x90\xe6\x9e\x9c\xe3\x81\x8c\xe3\x82\x8f\xe3\x81\x8b\xe3\x82\x8b\xf0\x9f\x94\x8e\n\n\xe3\x81\x95\xe3\x82\x89\xe3\x81\xab\xe4\xbb\x8a\xe3\x80\x8eLOST ARK\xe3\x80\x8f\xe3\x82\x92\xe5\xa7\x8b\xe3\x82\x81\xe3\x82\x8b\xe3\x81\xa8\xe5\x8f\x82\xe5\x8a\xa0\xe2\x80\xa6',1601656810.294762
b'PS4share',b'#PS4share\n\nhttps://t.co/Ljddva4pvK https://t.co/ksoAyGKJhn',1601656810.356776
b'Macron',"b'RT @TarekFatah: French Prez \xe2\x81\xa6@EmmanuelMacron\xe2\x81\xa9 plans tough laws to tackle ""Islamist separatism"" &amp; defend secular values. #Macron said some o\xe2\x80\xa6'",1601656810.64284
b'\xe3\x83\xad\xe3\x82\xb9\xe3\x83\x88\xe3\x82\xa2\xe3\x83\xbc\xe3\x82\xaf_\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x93\xe3\x82\xb9\xe9\x96\x8b\xe5\xa7\x8b',b'RT @Official_LAJP: \xe3\x80\x9010/3\xef\xbc\x88\xe5\x9c\x9f\xef\xbc\x89\xe5\x88\x86\xe3\x80\x91\n\n#\xe3\x83\xad\xe3\x82\xb9\xe3\x83\x88\xe3\x82\xa2\xe3\x83\xbc\xe3\x82\xaf_\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x93\xe3\x82\xb9\xe9\x96\x8b\xe5\xa7\x8b\n\n\xe3\x82\xb2\xe3\x83\xbc\xe3\x83\x9f\xe3\x83\xb3\xe3\x82\xb0PC\xe3\x81\x8c\xe6\x8a\xbd\xe9\x81\xb8\xe3\x81\xa7\xe5\xbd\x93\xe3\x81\x9f\xe3\x82\x8b\xf0\x9f\x8e\x81\n\xe3\x81\x93\xe3\x81\xae\xe3\x82\xa2\xe3\x82\xab\xe3\x82\xa6\xe3\x83\xb3\xe3\x83\x88\xef\xbc\x88@Official_LAJP\xef\xbc\x89\xe3\x82\x92\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xad\xe3\x83\xbc\xef\xbc\x86\xe3\x81\x93\xe3\x81\xae\xe3\x83\x84\xe3\x82\xa4\xe3\x83\xbc\xe3\x83\x88\xe3\x82\x92RT\xe3\x81\xa7\xe3\x81\x9d\xe3\x81\xae\xe5\xa0\xb4\xe3\x81\xa7\xe3\x81\x8f\xe3\x81\x98\xe3\x81\xae\xe7\xb5\x90\xe6\x9e\x9c\xe3\x81\x8c\xe3\x82\x8f\xe3\x81\x8b\xe3\x82\x8b\xf0\x9f\x94\x8e\n\n\xe3\x81\x95\xe3\x82\x89\xe3\x81\xab\xe4\xbb\x8a\xe3\x80\x8eLOST ARK\xe3\x80\x8f\xe3\x82\x92\xe5\xa7\x8b\xe3\x82\x81\xe3\x82\x8b\xe3\x81\xa8\xe5\x8f\x82\xe5\x8a\xa0\xe2\x80\xa6',1601656810.81688
b'Mesmer',"b'Mesmer, spin-off de Teslagrad, ya tiene fecha #Mesmer #PC @rain_games https://t.co/xov6cMwHop'",1601656811.060934
b'PC',"b'Mesmer, spin-off de Teslagrad, ya tiene fecha #Mesmer #PC @rain_games https://t.co/xov6cMwHop'",1601656811.063936
b'CONCOURS',b'RT @ChocoBonPlan: \xf0\x9f\x8e\x81#CONCOURS\n\nFIFA 21 (PS4) \xc3\xa0 gagner !\n\nPour participer : \n\nSuivre @EnebaFr et @ChocoBonPlan\n+ RT ce Tweet\n\nSi vous avez d\xc3\xa9\xe2\x80\xa6',1601656811.129951
b'PS4share',b'#PS4share\n\nhttps://t.co/MHixwDtClD https://t.co/B3yj2CcCbz',1601656811.203966
b'dccomics',b'NECA Batman Vs. Alien 2019 NYCC Exclusive DC Aliens Versus Joker Two-Pack NEW https://t.co/3wyHcbMvGT #dccomics\xe2\x80\xa6 https://t.co/e3VslVtaDF',1601656811.210969
b'willyousurvive',"b'RT @EnemyOnBoard: With a new insane update, comes our first ever PC giveaway! #willyousurvive #trustnoone\n\nhttps://t.co/czKEHUMN4h'",1601656811.255978
b'trustnoone',"b'RT @EnemyOnBoard: With a new insane update, comes our first ever PC giveaway! #willyousurvive #trustnoone\n\nhttps://t.co/czKEHUMN4h'",1601656811.258979
b'PowerOilWalkHeartOn',b'@Odunadekolade Am into graphic design and I need a PC #PowerOilWalkHeartOn',1601656811.385007
b'WorldMovement4SSR',"b'Puchtaa hai bharat, ki gadhe kab se ghode ki race mein awwal??? \n#WorldMovement4SSR'",1601656811.389009
b'ShameOnStarPlusAndDKP',b'RT @TitlyyB: Fir v dekh nhi sakhte blind creepy MORONS \n#ShameOnStarPlusAndDKP \nBoycott shit minus  @StarPlus @IamRajanShahi @FirstKut_Pro\xe2\x80\xa6',1601656811.599055
b'DARSALU_0',b'Check out 3.50CT Green Emerald Oval Cut Diamond Halo Earring 14K White Gold Finish   #DARSALU_0 https://t.co/hbP1kfoSCD via @eBay',1601656812.053158
b'PS4share',b'#PS4share\n\nhttps://t.co/53EqfFvJmd https://t.co/fIOeIQnrp3',1601656812.282209
b'CBLoL',b'RT @Skeattt: O #CBLoL 2021 foi anunciado.\n\nCruzeiro eSports\nFalkol Prodigy\nFlamengo Esports\nFURIA Esports\nINTZ\nKaBuM! e-Sports\nLOUD\npaiN Ga\xe2\x80\xa6',1601656812.32822
b'RAID',b'\xf0\x9f\x92\xbe Aprende a configurar #RAID en sistemas #Precision de #DellEMC.\n\nPara PC de escritorio: https://t.co/T8T3GZSRjp\nPa\xe2\x80\xa6 https://t.co/uBfQoGy8AI',1601656812.37423
b'Precision',b'\xf0\x9f\x92\xbe Aprende a configurar #RAID en sistemas #Precision de #DellEMC.\n\nPara PC de escritorio: https://t.co/T8T3GZSRjp\nPa\xe2\x80\xa6 https://t.co/uBfQoGy8AI',1601656812.377231
b'DellEMC',b'\xf0\x9f\x92\xbe Aprende a configurar #RAID en sistemas #Precision de #DellEMC.\n\nPara PC de escritorio: https://t.co/T8T3GZSRjp\nPa\xe2\x80\xa6 https://t.co/uBfQoGy8AI',1601656812.380231
b'\xe3\x82\xa8\xe3\x82\xaf\xe3\x82\xa8\xe3\x83\xab',"b'#\xe3\x82\xa8\xe3\x82\xaf\xe3\x82\xa8\xe3\x83\xab \xe3\x83\x91\xe3\x82\xa6\xe3\x83\x81 120\xe7\xb2\x92\xc3\x972\xe5\x80\x8b \xe3\x82\xbb\xe3\x83\x83\xe3\x83\x88\xe3\x82\xa8\xe3\x82\xaf\xe3\x82\xaa\xe3\x83\xbc\xe3\x83\xab\xe5\x90\xab\xe6\x9c\x89 \xe3\x82\xb5\xe3\x83\x97\xe3\x83\xaa \xe5\xa4\xa7\xe8\xb1\x86\xe3\x82\xa4\xe3\x82\xbd\xe3\x83\x95\xe3\x83\xa9\xe3\x83\x9c\xe3\x83\xb3\n\xe8\xb2\xa9\xe5\xa3\xb2\xe4\xbe\xa1\xe6\xa0\xbc 7,870\xe5\x86\x86\n\n\xe5\xb7\x9d\xe4\xb8\xad\xe8\xaa\xbf\xe5\x89\xa4\xe8\x96\xac\xe5\xb1\x80\nhttps://t.co/jhPXktH4WY'",1601656812.892346
b'mewlions',"b'RT @mewnicorn_: Hi #mewlions #waanjai Indonesia, please report this acc naa @/sygjtp\n\n(Report dan Block, jangan diladenin) \xf0\x9f\x92\x96'",1601656813.076388
b'waanjai',"b'RT @mewnicorn_: Hi #mewlions #waanjai Indonesia, please report this acc naa @/sygjtp\n\n(Report dan Block, jangan diladenin) \xf0\x9f\x92\x96'",1601656813.080389
b'PC\xe8\xb1\x86\xe7\x9f\xa5\xe8\xad\x98',b'\xe3\x80\x90\xe3\x82\xb5\xe3\x83\xbc\xe3\x83\x81\xe3\x82\xa8\xe3\x83\xb3\xe3\x82\xb8\xe3\x83\xb3\xe3\x81\xa8\xe3\x81\xaf\xe3\x80\x91\xe3\x83\x9b\xe3\x83\xbc\xe3\x83\xa0\xe3\x83\x9a\xe3\x83\xbc\xe3\x82\xb8\xe3\x82\x92\xe6\x8e\xa2\xe3\x81\x97\xe3\x81\xa0\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x8f\xe3\x82\x8c\xe3\x82\x8b\xe3\x82\xb7\xe3\x82\xb9\xe3\x83\x86\xe3\x83\xa0\xe3\x80\x82yahoo\xe3\x82\x84google\xe3\x81\xaa\xe3\x81\xa9 #PC\xe8\xb1\x86\xe7\x9f\xa5\xe8\xad\x98',1601656813.228423
b'OculusQuest2',b'RT @SteveKnowsVR: OFFICIAL! The #OculusQuest2 Giveaway had Begun \n\n....another one!\n\nWIN an #OculusQuest 2 and Dive into #VR \xf0\x9f\xa4\x96\n\nIf we gain\xe2\x80\xa6',1601656813.53049
b'OculusQuest',b'RT @SteveKnowsVR: OFFICIAL! The #OculusQuest2 Giveaway had Begun \n\n....another one!\n\nWIN an #OculusQuest 2 and Dive into #VR \xf0\x9f\xa4\x96\n\nIf we gain\xe2\x80\xa6',1601656813.533491
b'VR',b'RT @SteveKnowsVR: OFFICIAL! The #OculusQuest2 Giveaway had Begun \n\n....another one!\n\nWIN an #OculusQuest 2 and Dive into #VR \xf0\x9f\xa4\x96\n\nIf we gain\xe2\x80\xa6',1601656813.536492
